Year,School,Conference,Sport,State,GSR,FGR
2011,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,62,48
2011,The University of North Carolina at Charlotte,Conference USA,Football,NC,100,
2011,"University of Nebraska, Lincoln",Big Ten Conference,Football,NE,82,72
2011,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,63,56
2011,"University of Nevada, Reno",Mountain West Conference,Football,NV,69,43
2011,University of New Hampshire,Colonial Athletic Association,Football,NH,94,78
2011,New Mexico State University,Independent,Football,NM,73,63
2011,University of New Mexico,Mountain West Conference,Football,NM,59,41
2011,Nicholls State University,Southland Conference,Football,LA,71,52
2011,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,67,60
2011,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,51,46
2011,North Carolina Central University,Mid-Eastern Athletic Conf.,Football,NC,66,48
2011,North Carolina State University,Atlantic Coast Conference,Football,NC,74,61
2011,North Dakota State University,Missouri Valley Football Conference,Football,ND,70,58
2011,University of North Dakota,Big Sky Conference,Football,ND,74,64
2011,University of North Texas,Conference USA,Football,TX,80,65
2011,University of Louisiana Monroe,Sun Belt Conference,Football,LA,72,63
2011,Northern Arizona University,Big Sky Conference,Football,AZ,75,54
2011,University of Northern Colorado,Big Sky Conference,Football,CO,84,62
2011,Northern Illinois University,Mid-American Conference,Football,IL,83,63
2011,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,71,53
2011,Northwestern State University,Southland Conference,Football,LA,68,54
2011,Northwestern University,Big Ten Conference,Football,IL,99,92
2011,University of Notre Dame,Independent,Football,IN,95,87
2011,The Ohio State University,Big Ten Conference,Football,OH,64,44
2011,Ohio University,Mid-American Conference,Football,OH,80,68
2011,Oklahoma State University,Big 12 Conference,Football,OK,46,36
2011,University of Oklahoma,Big 12 Conference,Football,OK,76,59
2011,Old Dominion University,Conference USA,Football,VA,70,49
2011,Oregon State University,Pac-12 Conference,Football,OR,64,47
2011,University of Oregon,Pac-12 Conference,Football,OR,71,63
2011,Pennsylvania State University,Big Ten Conference,Football,PA,82,66
2011,University of Pennsylvania,The Ivy League,Football,PA,94,90
2011,University of Pittsburgh,Atlantic Coast Conference,Football,PA,75,49
2011,Portland State University,Big Sky Conference,Football,OR,63,52
2011,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,61,51
2011,Princeton University,The Ivy League,Football,NJ,97,100
2011,Purdue University,Big Ten Conference,Football,IN,77,64
2011,University of Rhode Island,Colonial Athletic Association,Football,RI,76,58
2011,Rice University,Conference USA,Football,TX,87,77
2011,University of Richmond,Colonial Athletic Association,Football,VA,82,73
2011,Robert Morris University,Northeast Conference,Football,PA,70,45
2011,"Rutgers, The State University of New Jersey, New Brunswick",Big Ten Conference,Football,NJ,78,55
2011,Sacred Heart University,Northeast Conference,Football,CT,83,59
2011,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,86,65
2011,Sam Houston State University,Southland Conference,Football,TX,55,50
2011,Samford University,Southern Conference,Football,AL,93,78
2011,San Diego State University,Mountain West Conference,Football,CA,74,70
2011,University of San Diego,Pioneer Football League,Football,CA,89,
2011,San Jose State University,Mountain West Conference,Football,CA,80,74
2011,Savannah State University,Mid-Eastern Athletic Conf.,Football,GA,34,30
2011,University of South Alabama,Sun Belt Conference,Football,AL,66,55
2011,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,68,63
2011,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,93,63
2011,South Dakota State University,Missouri Valley Football Conference,Football,SD,76,67
2011,University of South Dakota,Missouri Valley Football Conference,Football,SD,79,56
2011,University of South Florida,American Athletic Conference,Football,FL,76,72
2011,Southeast Missouri State University,Ohio Valley Conference,Football,MO,66,61
2011,Southeastern Louisiana University,Southland Conference,Football,LA,71,51
2011,University of Southern California,Pac-12 Conference,Football,CA,76,60
2011,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,76,62
2011,Southern Methodist University,American Athletic Conference,Football,TX,71,62
2011,The University of Southern Mississippi,Conference USA,Football,MS,75,61
2011,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,47,42
2011,Southern Utah University,Big Sky Conference,Football,UT,77,72
2011,Missouri State University,Missouri Valley Football Conference,Football,MO,62,53
2011,Texas State University,Sun Belt Conference,Football,TX,71,63
2011,University of Louisiana at Lafayette,Sun Belt Conference,Football,LA,74,61
2011,Stanford University,Pac-12 Conference,Football,CA,95,88
2011,Stephen F. Austin State University,Southland Conference,Football,TX,44,40
2011,Stony Brook University,Colonial Athletic Association,Football,NY,82,67
2011,Syracuse University,Atlantic Coast Conference,Football,NY,85,70
2011,Temple University,American Athletic Conference,Football,PA,81,65
2011,Tennessee State University,Ohio Valley Conference,Football,TN,50,37
2011,Tennessee Technological University,Ohio Valley Conference,Football,TN,81,70
2011,University of Tennessee at Chattanooga,Southern Conference,Football,TN,80,64
2011,"University of Tennessee, Knoxville",Southeastern Conference,Football,TN,74,59
2011,University of Tennessee at Martin,Ohio Valley Conference,Football,TN,75,63
2011,"Texas A&M University, College Station",Southeastern Conference,Football,TX,71,60
2011,Texas Christian University,Big 12 Conference,Football,TX,70,58
2011,Texas Southern University,Southwestern Athletic Conf.,Football,TX,58,39
2011,Texas Tech University,Big 12 Conference,Football,TX,76,65
2011,University of Texas at Austin,Big 12 Conference,Football,TX,78,67
2011,University of Texas at El Paso,Conference USA,Football,TX,79,51
2011,University of Texas at San Antonio,Conference USA,Football,TX,80,63
2011,University of Toledo,Mid-American Conference,Football,OH,79,69
2011,Towson University,Colonial Athletic Association,Football,MD,73,53
2011,Troy University,Sun Belt Conference,Football,AL,73,57
2011,Tulane University,American Athletic Conference,Football,LA,88,69
2011,The University of Tulsa,American Athletic Conference,Football,OK,77,75
2011,U.S. Air Force Academy,Mountain West Conference,Football,CO,77,
2011,U.S. Military Academy,Independent,Football,NY,86,
2011,U.S. Naval Academy,American Athletic Conference,Football,MD,81,100
2011,Utah State University,Mountain West Conference,Football,UT,92,63
2011,University of Utah,Pac-12 Conference,Football,UT,95,67
2011,Valparaiso University,Pioneer Football League,Football,IN,68,
2011,Vanderbilt University,Southeastern Conference,Football,TN,95,84
2011,Villanova University,Colonial Athletic Association,Football,PA,85,84
2011,Virginia Military Institute,Southern Conference,Football,VA,77,63
2011,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Football,VA,90,74
2011,University of Virginia,Atlantic Coast Conference,Football,VA,85,72
2011,Wagner College,Northeast Conference,Football,NY,73,60
2011,Wake Forest University,Atlantic Coast Conference,Football,NC,89,74
2011,Washington State University,Pac-12 Conference,Football,WA,75,56
2011,University of Washington,Pac-12 Conference,Football,WA,84,66
2011,Weber State University,Big Sky Conference,Football,UT,67,52
2011,West Virginia University,Big 12 Conference,Football,WV,65,60
2011,Western Carolina University,Southern Conference,Football,NC,79,50
2011,Western Illinois University,Missouri Valley Football Conference,Football,IL,75,51
2011,Western Kentucky University,Conference USA,Football,KY,74,55
2011,Western Michigan University,Mid-American Conference,Football,MI,75,54
2011,William & Mary,Colonial Athletic Association,Football,VA,87,84
2011,University of Wisconsin-Madison,Big Ten Conference,Football,WI,86,72
2011,University of Wyoming,Mountain West Conference,Football,WY,78,47
2011,Yale University,The Ivy League,Football,CT,98,
2011,Youngstown State University,Missouri Valley Football Conference,Football,OH,66,49
2011,University of Central Arkansas,Southland Conference,Football,AR,73,52
2011,Elon University,Colonial Athletic Association,Football,NC,96,77
2011,Gardner-Webb University,Big South Conference,Football,NC,66,52
2011,Presbyterian College,Big South Conference,Football,SC,72,57
2011,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,Football,AR,54,44
2011,University of the Incarnate Word,Southland Conference,Football,TX,78,54
2011,Wofford College,Southern Conference,Football,SC,94,82
2012,Abilene Christian University,Southland Conference,Football,TX,70,47
2012,University of Akron,Mid-American Conference,Football,OH,75,61
2012,Alabama A&M University,Southwestern Athletic Conf.,Football,AL,59,49
2012,Alabama State University,Southwestern Athletic Conf.,Football,AL,58,39
2012,University of Alabama,Southeastern Conference,Football,AL,85,65
2012,University of Alabama at Birmingham,Conference USA,Football,AL,71,51
2012,University at Albany,Colonial Athletic Association,Football,NY,88,63
2012,Alcorn State University,Southwestern Athletic Conf.,Football,MS,58,40
2012,Appalachian State University,Sun Belt Conference,Football,NC,75,67
2012,Arizona State University,Pac-12 Conference,Football,AZ,75,60
2012,University of Arizona,Pac-12 Conference,Football,AZ,76,58
2012,Arkansas State University,Sun Belt Conference,Football,AR,80,62
2012,"University of Arkansas, Fayetteville",Southeastern Conference,Football,AR,67,47
2012,Auburn University,Southeastern Conference,Football,AL,76,67
2012,Austin Peay State University,Ohio Valley Conference,Football,TN,72,63
2012,Ball State University,Mid-American Conference,Football,IN,73,63
2012,Charleston Southern University,Big South Conference,Football,SC,59,48
2012,Baylor University,Big 12 Conference,Football,TX,90,61
2012,Bethune-Cookman University,Mid-Eastern Athletic Conf.,Football,FL,66,49
2012,Boise State University,Mountain West Conference,Football,ID,87,63
2012,Boston College,Atlantic Coast Conference,Football,MA,90,81
2012,Bowling Green State University,Mid-American Conference,Football,OH,80,69
2012,Brigham Young University,Independent,Football,UT,64,43
2012,Brown University,The Ivy League,Football,RI,95,
2012,Bryant University,Northeast Conference,Football,RI,92,77
2012,Bucknell University,Patriot League,Football,PA,91,78
2012,"University at Buffalo, the State University of New York",Mid-American Conference,Football,NY,79,64
2012,Butler University,Pioneer Football League,Football,IN,85,
2012,California Polytechnic State University,Big Sky Conference,Football,CA,73,70
2012,"California State University, Fresno",Mountain West Conference,Football,CA,78,65
2012,"California State University, Sacramento",Big Sky Conference,Football,CA,57,32
2012,"University of California, Berkeley",Pac-12 Conference,Football,CA,75,62
2012,"University of California, Davis",Big Sky Conference,Football,CA,85,86
2012,"University of California, Los Angeles",Pac-12 Conference,Football,CA,86,70
2012,Campbell University,Big South Conference,Football,NC,91,70
2012,Central Connecticut State University,Northeast Conference,Football,CT,66,54
2012,University of Central Florida,American Athletic Conference,Football,FL,84,64
2012,Central Michigan University,Mid-American Conference,Football,MI,77,64
2012,University of Cincinnati,American Athletic Conference,Football,OH,85,65
2012,The Citadel,Southern Conference,Football,SC,87,69
2012,Clemson University,Atlantic Coast Conference,Football,SC,81,61
